id,user_id,agency_name,experience_years,mobile_phone,work_phone,industry_id,linked_in_url,job_title_id,is_login_as_agency,city,state,location,latitude,longitude,zipcode,address_type,photo,summary,created_date,updated_date,created_by,updated_by,mobile_phone_country_code,work_phone_country_code,mobile_phone_ISO,work_phone_ISO
03d9d08b-f4d1-4788-86e8-be517f1fb5e9,89f1e714-f065-42a8-b5fd-6fa395263257,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-07-28 09:40:31,2023-07-28 09:40:31,89f1e714-f065-42a8-b5fd-6fa395263257,89f1e714-f065-42a8-b5fd-6fa395263257,1,1,us,us
07a86536-9973-4ede-83d7-c38632d58e84,dae762a4-32c5-444e-a227-bc5cf114a668,FordRecruiter,0,4444455555,4444455555,e600e938-609a-495d-abb8-c9344ba5b260,NULL,ae7584bb-110b-46ad-beb9-6b7ba01864dd,_binary '',Surat,Gujarat,Regent Square,10,20,395009,OFFICE,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-21 07:29:20,2023-06-21 07:29:20,c2fbd18f-2ad6-4735-97c4-9d29952d0d9f,c2fbd18f-2ad6-4735-97c4-9d29952d0d9f,1,1,us,us
08586921-4901-4da9-917b-6dc9172d45ea,e8a6d132-a196-4011-aec7-290cc0ff7e12,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',Surat,Gujarat,"Surat,Gujarat",0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-28 11:33:52,2023-06-28 11:33:52,e8a6d132-a196-4011-aec7-290cc0ff7e12,e8a6d132-a196-4011-aec7-290cc0ff7e12,1,1,us,us
2617b991-b7fb-49e8-bb3b-da729f75ac63,8435d1c9-489f-42fb-b57c-91c347b8d456,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 04:22:22,2024-06-28 04:22:22,8435d1c9-489f-42fb-b57c-91c347b8d456,8435d1c9-489f-42fb-b57c-91c347b8d456,1,1,us,us
34a09a5d-31bc-48e2-be0c-bb862ac1cbbf,2bbc25d1-3cbb-43b7-b8a5-4c769a087428,Rodgers Burke Plc,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-26 06:42:16,2023-06-26 06:42:16,2bbc25d1-3cbb-43b7-b8a5-4c769a087428,2bbc25d1-3cbb-43b7-b8a5-4c769a087428,1,1,us,us
38e188ef-16ef-4689-ab46-198a745dc7f3,badd33d0-4506-4dda-b6e3-5e7145515c5e,TeslaRecruiter,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-10-30 00:09:19,2023-10-30 00:09:19,badd33d0-4506-4dda-b6e3-5e7145515c5e,badd33d0-4506-4dda-b6e3-5e7145515c5e,1,1,us,us
3ad5bf77-494a-4932-9d9a-cc47098e8df8,fe2efb63-96fa-4845-ac85-0807d4ad7b63,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-29 03:58:30,2024-06-29 03:58:30,fe2efb63-96fa-4845-ac85-0807d4ad7b63,fe2efb63-96fa-4845-ac85-0807d4ad7b63,1,1,us,us
3e27a5d8-8f72-4d45-b6ff-059938681dfa,20378778-bebd-44b3-b7db-b4eb6f0b1b5b,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 03:52:04,2024-06-28 03:52:04,20378778-bebd-44b3-b7db-b4eb6f0b1b5b,20378778-bebd-44b3-b7db-b4eb6f0b1b5b,1,1,us,us
4518822f-c4b6-4e9c-ad5d-87baf2e5287e,c179221f-1192-4f72-b733-e71006f45b42,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-10-30 06:46:04,2023-10-30 06:46:04,c179221f-1192-4f72-b733-e71006f45b42,c179221f-1192-4f72-b733-e71006f45b42,1,1,us,us
49703718-373c-4f56-87f6-bb5375287de5,29f0fa58-ec91-4e44-aace-34c2a75ab44e,Narola,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-11-03 10:40:11,2023-11-03 10:40:11,29f0fa58-ec91-4e44-aace-34c2a75ab44e,29f0fa58-ec91-4e44-aace-34c2a75ab44e,1,1,us,us
52d0076b-29da-4c2b-a08c-384346133daa,c38ed6d6-2037-4c60-9fde-a0e1fe318aa4,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 03:58:10,2024-06-28 03:58:10,c38ed6d6-2037-4c60-9fde-a0e1fe318aa4,c38ed6d6-2037-4c60-9fde-a0e1fe318aa4,1,1,us,us
586ff148-9a6a-4882-afcf-348ef599c7cc,476dee15-d552-4120-b525-30cb64f97eee,Day Cleveland LLC,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',Surat,Gujarat,"Surat,Gujarat",0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-26 07:16:14,2023-06-26 07:16:14,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee,1,1,us,us
5a691136-cf3b-43f9-9fde-395abb1b6eae,fca0ec95-c643-47df-acf8-757f9ed19abb,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2024-06-28 04:31:32,2024-06-28 04:31:32,fca0ec95-c643-47df-acf8-757f9ed19abb,fca0ec95-c643-47df-acf8-757f9ed19abb,1,1,us,us
5d0f151f-7154-40e0-8530-870b13b49f8a,79444673-5259-46fe-8e48-0dbd8092e79f,Dotson and Dyer Inc,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-06-26 07:14:36,2023-06-26 07:14:36,79444673-5259-46fe-8e48-0dbd8092e79f,79444673-5259-46fe-8e48-0dbd8092e79f,1,1,us,us
5d67c54f-f1f5-4e95-abc7-90530439e972,56f821eb-cacf-4bd5-b5a1-0745f9603790,,0,4444455555,4444455555,NULL,NULL,NULL,_binary '0',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-11-06 12:55:24,2023-11-06 12:55:24,56f821eb-cacf-4bd5-b5a1-0745f9603790,56f821eb-cacf-4bd5-b5a1-0745f9603790,1,1,us,us
5f3363ee-5af2-47a6-b603-35842b54f96d,b2fee8a9-0f6f-4167-806f-5eb4ab025d43,TeslaRecruiter,0,4444455555,4444455555,NULL,NULL,NULL,_binary '',NULL,NULL,NULL,0,0,NULL,NULL,IconicWorkerUserImages/f6e31b24-617a-4358-89f6-d844eba4f942,NULL,2023-10-27 00:50:03,2023-10-27 00:50:03,b2fee8a9-0f6f-4167-806f-5eb4ab025d43,b2fee8a9-0f6f-4167-806f-5eb4ab025d43,1,1,us,us
