id,created_by,created_date,updated_by,updated_date,comment,company_name,email,full_name,job_title,mobile_phone,status,work_phone,user_id
05542584-1a1f-4b5d-a611-b7f05b380089,47a9901a-d8f7-4446-8341-e6cb74e5c1b8,2024-02-06 11:02:46,47a9901a-d8f7-4446-8341-e6cb74e5c1b8,2024-02-06 11:02:46,NULL,com1,com1@yopmail.com,ref1,t1,(545) 454-5554,APPROVED,(445) 454-5454,47a9901a-d8f7-4446-8341-e6cb74e5c1b8
05e96efc-faf0-4c40-b132-3d7cb0c9716a,73c35bda-c637-4513-a758-b9491df12540,2024-02-07 05:48:05,73c35bda-c637-4513-a758-b9491df12540,2024-02-07 05:48:05,NULL,NAROLA INFOTECH,prpclient1@yopmail.com,pooja,devloper,(063) 526-8769,APPROVED,(063) 526-8769,73c35bda-c637-4513-a758-b9491df12540
08513bcf-9273-4545-b1a5-f331fa1bbb0c,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-02-07 05:54:18,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-02-07 05:54:18,NULL,NAROLA,prpsub1@yopmail.com,POOJA,DEVELOPER,(555) 555-5555,APPROVED,(555) 555-5555,1c414d9d-c37d-47cd-9f7d-882d51abb8e6
09a80afb-0257-46d5-b108-7f8c6a5571ae,02d2d458-306b-4fc7-ac5e-229f6b46d80b,2024-02-21 12:27:22,02d2d458-306b-4fc7-ac5e-229f6b46d80b,2024-02-21 12:27:22,NULL,Gates Leach Associates,xoxotyty@mailinator.com,Morris and Ellis Associates,dicacupe@mailinator.com,(987) 987-9879,APPROVED,(879) 879-8798,02d2d458-306b-4fc7-ac5e-229f6b46d80b
0a7e7956-d6ba-4da5-9739-3f2f2a6bee9d,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,2022-01-19 10:39:10,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,2022-01-19 10:39:10,NULL,Iconic Renewables,cf@iconicrenewables.com,Christian Fiorello ,Principal,(646) 775-7365,APPROVED,(646) 775-7365,bfe47d0d-3682-4536-8d0b-cb82274ae3dd
0f20565e-6c2f-4a24-9990-a97e361e48df,efb34a05-5843-439b-bdd8-6675928bea5b,2025-04-23 06:09:14,efb34a05-5843-439b-bdd8-6675928bea5b,2025-04-23 06:09:14,NULL,NISL,hsz@yopmail.com,Hitesh,Programmer,123-456-7890,APPROVED,123-456-7890,efb34a05-5843-439b-bdd8-6675928bea5b
109aaef9-4a25-498e-996f-45dd94c01f66,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2022-01-05 14:25:52,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2022-01-05 14:25:52,NULL,Sun Tribe,olga.zelenova@suntribesolar.com,Olga	Zelenova,CEO,(215) 589-6536,APPROVED,(215) 589-6536,a3d2b1e9-d64f-46b7-85f5-af83442a5547
12b1fa61-c89f-4ade-8e5d-a47d1a238007,73c35bda-c637-4513-a758-b9491df12540,2024-02-07 05:48:32,73c35bda-c637-4513-a758-b9491df12540,2024-02-07 05:48:32,NULL,NAROLA INFOTECHprp,prpclient@yopmail.com,Nikhil,devloper,(063) 526-8769,APPROVED,(063) 526-8769,73c35bda-c637-4513-a758-b9491df12540
1dba8644-0e17-4f40-87d8-d017bf3df145,fb7f14b5-da5e-4c62-a73b-a958602fc287,2024-07-30 05:34:11,fb7f14b5-da5e-4c62-a73b-a958602fc287,2024-07-30 05:34:11,NULL,ref1,ref1@yopmail.com,ref1,Test,454-545-4545,APPROVED,778-787-8787,fb7f14b5-da5e-4c62-a73b-a958602fc287
20807e2a-dade-4d68-ae1b-808ead0928e6,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-02-07 05:54:44,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-02-07 05:54:44,NULL,NAROLA,prpsub1@yopmail.com,NIKITA,DEVLOPER,(888) 888-8888,APPROVED,(444) 444-4444,1c414d9d-c37d-47cd-9f7d-882d51abb8e6
21c6bea6-f73b-45e8-85e9-5851231880f0,c1e99329-85c4-457f-9e56-40760d57aff5,2024-01-18 09:40:49,c1e99329-85c4-457f-9e56-40760d57aff5,2024-01-18 09:40:49,NULL,Narola,hszemp@yopmail.com,Narola,hszemp@yopmail.com,(055) 533-5233,APPROVED,(055) 533-5233,c1e99329-85c4-457f-9e56-40760d57aff5
22b16fcb-8d6c-4ec7-8d64-a712bd7c9754,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2022-01-05 14:25:23,NULL,2024-07-10 12:20:11,NULL,US Light Energy,Mrichardson@USLightEnergy.com,Mark Richardson,CEO,(518) 288-7800,REJECTED,(518) 288-7800,a3d2b1e9-d64f-46b7-85f5-af83442a5547
24c17e0e-f580-45e0-bb1b-6f3c5012eabe,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,2022-06-22 10:23:20,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,2022-06-22 10:23:20,NULL,Narola Infotech,dka.narola@gmail.com,Shweta,Software Engineer,(963) 849-5515,APPROVED,(963) 849-5515,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796
2f20cbb9-ad30-428e-92dd-95bc9c7e4c2c,2dc73d61-8642-42b9-bcea-817ee1d1abbf,2025-04-28 12:10:12,2dc73d61-8642-42b9-bcea-817ee1d1abbf,2025-04-28 12:10:12,NULL,Climate Pro System Inc,liam.adams@climateproinc.com,Liam Adams,HVAC Installation Expert,602-555-0479,APPROVED,480-555-0133,2dc73d61-8642-42b9-bcea-817ee1d1abbf
3ad52fb2-beff-4762-b525-8bfb7c622b0f,02d2d458-306b-4fc7-ac5e-229f6b46d80b,2024-02-21 12:26:57,02d2d458-306b-4fc7-ac5e-229f6b46d80b,2024-02-21 12:26:57,NULL,Jacobson and Galloway Plc,tafici@mailinator.com,Reid and Palmer Co,vonehil@mailinator.com,(987) 987-9879,APPROVED,(798) 797-9879,02d2d458-306b-4fc7-ac5e-229f6b46d80b
